Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,0000013F,false,Rx,0,8,00,CB,00,C8,00,00,00,37,
615000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,35,
0,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,3E,
0,0000018E,false,Rx,0,3,00,03,2C,00,00,00,00,00,
618000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
619000,00000156,false,Rx,0,6,FF,FD,00,01,07,0A,00,00,
0,00000097,false,Rx,0,8,80,60,20,01,FD,00,00,1A,
0,0000030C,false,Rx,0,8,13,5F,34,3C,01,60,90,1A,
0,00000158,false,Rx,0,8,12,D0,05,59,12,D0,C1,37,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
624000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
624000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
625000,0000013F,false,Rx,0,8,00,C9,00,C7,00,0A,00,03,
625000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,08,
625000,0000017C,false,Rx,0,8,00,00,05,5E,48,00,00,00,
625000,0000018E,false,Rx,0,3,00,04,3A,00,00,00,00,00,
626000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
626000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
626000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
626000,000001D0,false,Rx,0,8,26,4C,4C,9C,99,D9,33,1E,
626000,000001DC,false,Rx,0,4,02,05,5E,22,00,00,00,00,
626000,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
0,00000156,false,Rx,0,6,FF,FC,00,00,07,1B,00,00,
629000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
629000,000001A6,false,Rx,0,8,02,00,00,40,69,80,00,19,
629000,00000097,false,Rx,0,8,80,60,20,01,FE,00,00,28,
630000,00000294,false,Rx,0,8,00,15,00,03,FA,C4,20,14,
0,00000158,false,Rx,0,8,12,CC,05,5B,12,CC,C1,02,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
635000,0000013F,false,Rx,0,8,00,C9,00,C7,00,00,00,1C,
635000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,17,
635000,0000017C,false,Rx,0,8,00,00,05,5E,48,00,00,1F,
635000,0000018E,false,Rx,0,3,00,01,00,00,00,00,00,00,
639000,00000156,false,Rx,0,6,FF,FC,00,00,07,2A,00,00,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,00000305,false,Rx,0,2,0E,11,00,00,00,00,00,00,
0,00000097,false,Rx,0,8,80,60,10,01,FD,00,00,39,
642000,00000158,false,Rx,0,8,12,CB,05,5B,12,CB,C1,13,
643000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
644000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
644000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
645000,0000013F,false,Rx,0,8,00,C9,00,C8,FF,EC,00,22,
0,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,26,
0,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,20,
645000,0000018E,false,Rx,0,3,00,03,1D,00,00,00,00,00,
646000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
646000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
646000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,1E,00,
646000,000001D0,false,Rx,0,8,26,4C,4C,A8,99,C9,32,AA,
646000,000001DC,false,Rx,0,4,02,05,5C,33,00,00,00,00,
0,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
0,00000320,false,Rx,0,3,00,00,30,00,00,00,00,00,
647000,00000324,false,Rx,0,8,7D,47,2D,37,3C,02,00,33,
647000,0000037C,false,Rx,0,8,E2,00,E3,33,00,01,00,37,
647000,00000400,false,Rx,0,5,00,00,00,00,13,00,00,00,
648000,00000406,false,Rx,0,5,00,00,00,01,3A,00,00,00,
648000,0000040C,false,Rx,0,8,48,00,00,2B,56,05,3E,1D,
648000,00000156,false,Rx,0,6,FF,FD,00,00,07,38,00,00,
648000,00000454,false,Rx,0,6,37,F5,02,29,90,16,00,00,
648000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
649000,00000465,false,Rx,0,7,FF,FF,FF,FF,FF,FF,14,00,
649000,000001A6,false,Rx,0,8,02,00,00,40,63,80,00,2E,
0,00000097,false,Rx,0,8,80,60,20,01,FD,00,00,0B,
0,000006C1,false,Rx,0,1,05,00,00,00,00,00,00,00,
650000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,12,CE,05,5B,12,CE,C1,2C,
0,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
0,0000013F,false,Rx,0,8,00,C9,00,C6,00,00,00,3B,
656000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,35,
656000,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,3F,
656000,0000018E,false,Rx,0,3,00,03,2C,00,00,00,00,00,
659000,00000156,false,Rx,0,6,FF,FC,00,00,07,0C,00,00,
659000,00000097,false,Rx,0,8,80,60,20,01,FF,00,00,18,
662000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,12,D0,05,59,12,D0,C2,36,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
665000,0000013F,false,Rx,0,8,00,C9,00,C6,00,0A,00,04,
665000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,08,
666000,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,01,
666000,0000018E,false,Rx,0,3,00,07,37,00,00,00,00,00,
666000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
666000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
666000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,2D,00,
0,000001D0,false,Rx,0,8,26,52,4C,A8,99,59,32,6E,
0,000001DC,false,Rx,0,4,02,05,5D,05,00,00,00,00,
667000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
669000,00000156,false,Rx,0,6,FF,FC,00,00,07,1B,00,00,
669000,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
669000,000001A6,false,Rx,0,8,02,00,00,40,63,80,00,3D,
670000,00000294,false,Rx,0,8,00,15,00,03,FA,C4,20,23,
670000,00000097,false,Rx,0,8,80,60,20,01,FE,00,00,28,
670000,00000309,false,Rx,0,8,13,BE,00,00,00,32,00,73,
670000,00000374,false,Rx,0,7,00,00,00,00,00,00,37,00,
670000,00000377,false,Rx,0,8,20,06,B7,74,CC,00,D2,38,
670000,00000378,false,Rx,0,8,07,40,E8,16,40,20,00,35,
672000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,12,CA,05,5A,12,CA,C2,06,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
0,00000421,false,Rx,0,5,00,00,00,01,00,00,00,00,
674000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
674000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
674000,0000013F,false,Rx,0,8,00,C9,00,C7,00,00,00,1C,
676000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,17,
676000,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,10,
676000,0000018E,false,Rx,0,3,00,01,00,00,00,00,00,00,
679000,00000156,false,Rx,0,6,FF,FC,00,00,07,2A,00,00,
679000,00000097,false,Rx,0,8,80,60,20,01,FE,00,00,37,
0,00000158,false,Rx,0,8,12,CE,05,5B,12,CE,C2,1C,
0,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
683000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
684000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
684000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
685000,0000013F,false,Rx,0,8,00,C9,00,C7,00,00,00,2B,
685000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,26,
686000,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,2F,
686000,0000018E,false,Rx,0,3,00,09,17,00,00,00,00,00,
686000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
686000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
686000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
0,000001D0,false,Rx,0,8,26,62,4C,A0,99,79,32,63,
0,000001DC,false,Rx,0,4,02,05,5D,14,00,00,00,00,
687000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
688000,00000156,false,Rx,0,6,FF,FC,00,00,07,39,00,00,
689000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
689000,000001A6,false,Rx,0,8,02,00,00,40,62,80,00,01,
689000,00000097,false,Rx,0,8,80,60,20,01,FE,00,00,0A,
0,00000158,false,Rx,0,8,12,D1,05,5C,12,D1,C2,22,
0,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
695000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
695000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
695000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
695000,0000013F,false,Rx,0,8,00,C9,00,C7,00,00,00,3A,
695000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,3F,
696000,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,3E,
696000,0000018E,false,Rx,0,3,00,06,29,00,00,00,00,00,
699000,00000156,false,Rx,0,6,FF,FC,00,00,07,0C,00,00,
699000,00000097,false,Rx,0,8,80,60,20,01,FE,00,00,19,
0,00000158,false,Rx,0,8,12,CE,05,5C,12,CE,C2,39,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
705000,0000013F,false,Rx,0,8,00,C9,00,C6,00,14,00,09,
0,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
0,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,02,
705000,0000017C,false,Rx,0,8,00,00,05,5F,48,00,00,0F,
705000,0000018E,false,Rx,0,3,00,07,37,00,00,00,00,00,
706000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
0,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
0,000001D0,false,Rx,0,8,26,68,4C,84,99,B9,33,EE,
0,000001DC,false,Rx,0,4,02,05,5F,21,00,00,00,00,
0,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
0,0000033D,false,Rx,0,4,01,40,00,00,00,00,00,00,
709000,00000156,false,Rx,0,6,FF,FC,00,00,07,1B,00,00,
709000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
709000,000001A6,false,Rx,0,8,02,00,00,40,63,80,00,1F,
709000,00000294,false,Rx,0,8,00,15,00,03,FA,C4,20,32,
710000,00000097,false,Rx,0,8,80,60,20,01,FC,00,00,2A,
0,00000158,false,Rx,0,8,12,D0,05,5A,12,D0,C2,08,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
0,0000013F,false,Rx,0,8,00,C9,00,C6,00,00,00,1D,
0,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,17,
0,0000017C,false,Rx,0,8,00,00,05,5F,48,00,00,1E,
0,0000018E,false,Rx,0,3,00,05,0C,00,00,00,00,00,
716000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
718000,00000156,false,Rx,0,6,FF,FC,00,01,07,29,00,00,
720000,00000097,false,Rx,0,8,80,20,20,01,FC,00,00,3D,
720000,0000030C,false,Rx,0,8,13,5B,34,3C,01,60,90,2D,
0,00000158,false,Rx,0,8,12,D1,05,5B,12,D1,C2,14,
0,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
724000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
724000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
724000,0000013F,false,Rx,0,8,00,C9,00,C6,00,00,00,2C,
724000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,26,
726000,0000017C,false,Rx,0,8,00,00,05,5F,48,00,00,2D,
726000,0000018E,false,Rx,0,3,00,05,1B,00,00,00,00,00,
726000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
726000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
726000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,1E,00,
726000,000001D0,false,Rx,0,8,26,60,4C,78,99,99,33,B8,
726000,000001DC,false,Rx,0,4,02,05,5F,30,00,00,00,00,
726000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
727000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
729000,00000156,false,Rx,0,6,FF,FC,00,01,07,38,00,00,
730000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
730000,000001A6,false,Rx,0,8,02,00,00,4A,5F,80,00,29,
730000,00000097,false,Rx,0,8,80,20,20,01,FD,00,00,0F,
0,00000158,false,Rx,0,8,12,CE,05,5C,12,CE,C2,2A,
0,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
735000,0000013F,false,Rx,0,8,00,C9,00,C7,FF,E2,00,3C,
735000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,35,
735000,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,3F,
735000,0000018E,false,Rx,0,3,00,05,2A,00,00,00,00,00,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
0,00000156,false,Rx,0,6,FF,FC,00,01,07,0B,00,00,
740000,00000097,false,Rx,0,8,80,60,10,01,FE,00,00,1A,
0,00000158,false,Rx,0,8,12,CB,05,5C,12,CB,C2,3F,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
744000,00000305,false,Rx,0,2,0E,20,00,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
745000,0000013F,false,Rx,0,8,00,C9,00,C7,00,00,00,0D,
745000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,08,
746000,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,02,
746000,0000018E,false,Rx,0,3,00,02,3C,00,00,00,00,00,
746000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
746000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
747000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,2D,00,
0,000001D0,false,Rx,0,8,26,54,4C,A0,99,69,33,9F,
0,000001DC,false,Rx,0,4,02,05,5C,06,00,00,00,00,
747000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
747000,00000320,false,Rx,0,3,00,00,03,00,00,00,00,00,
747000,00000324,false,Rx,0,8,7D,47,2D,37,3C,FB,00,0E,
747000,0000037C,false,Rx,0,8,E9,00,EA,33,00,01,00,0C,
747000,000003D7,false,Rx,0,8,B0,C1,04,00,00,00,00,23,
748000,00000156,false,Rx,0,6,FF,FC,00,00,07,1B,00,00,
748000,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
0,000001A6,false,Rx,0,8,02,00,00,4A,5F,80,00,38,
0,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
749000,00000097,false,Rx,0,8,80,20,10,01,FC,00,00,2F,
749000,00000294,false,Rx,0,8,00,15,00,03,FA,C4,20,05,
0,00000158,false,Rx,0,8,12,D0,05,5A,12,D0,C2,08,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
755000,0000013F,false,Rx,0,8,00,C9,00,C5,00,14,00,19,
755000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,17,
0,0000017C,false,Rx,0,8,00,00,05,5E,48,00,00,1F,
0,0000018E,false,Rx,0,3,00,06,0B,00,00,00,00,00,
758000,00000156,false,Rx,0,6,FF,FC,00,01,07,29,00,00,
760000,00000097,false,Rx,0,8,80,20,10,01,FA,00,00,30,
760000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,12,D2,05,5B,12,D2,C2,12,
0,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
0,0000013F,false,Rx,0,8,00,C9,00,C5,00,00,00,2D,
0,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,26,
0,0000017C,false,Rx,0,8,00,00,05,5E,48,00,00,2E,
0,0000018E,false,Rx,0,3,00,01,1F,00,00,00,00,00,
766000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
766000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
766000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
766000,000001D0,false,Rx,0,8,26,3E,4C,C8,99,99,32,F5,
766000,000001DC,false,Rx,0,4,02,05,5E,13,00,00,00,00,
767000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
769000,00000156,false,Rx,0,6,FF,FC,00,01,07,38,00,00,
769000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
770000,000001A6,false,Rx,0,8,02,00,00,4A,5B,80,00,0F,
770000,00000097,false,Rx,0,8,80,20,10,01,FA,00,00,03,
770000,00000374,false,Rx,0,7,00,00,00,00,00,00,0A,00,
770000,00000309,false,Rx,0,8,13,C0,00,00,00,32,00,43,
770000,00000377,false,Rx,0,8,1C,06,B7,74,CC,00,D2,00,
770000,00000378,false,Rx,0,8,07,40,E8,16,40,20,00,08,
770000,00000405,false,Rx,0,8,00,00,00,00,00,00,00,2D,
771000,00000428,false,Rx,0,7,00,00,00,00,00,00,28,00,
771000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
773000,00000158,false,Rx,0,8,12,CC,05,5B,12,CC,C2,2F,
773000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
775000,0000013F,false,Rx,0,8,00,C9,00,C5,FF,F6,00,39,
775000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,35,
776000,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,3E,
776000,0000018E,false,Rx,0,3,00,06,29,00,00,00,00,00,
779000,00000156,false,Rx,0,6,FF,FC,00,01,07,0B,00,00,
780000,00000097,false,Rx,0,8,80,20,10,01,FB,00,00,11,
783000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,12,C9,05,5C,12,C9,C2,33,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
785000,0000013F,false,Rx,0,8,00,C9,00,C5,00,00,00,0F,
785000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,08,
785000,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,01,
785000,0000018E,false,Rx,0,3,00,04,3A,00,00,00,00,00,
786000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
786000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
786000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
786000,000001D0,false,Rx,0,8,26,42,4C,84,99,D9,31,E6,
787000,000001DC,false,Rx,0,4,02,05,5D,23,00,00,00,00,
787000,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
788000,00000156,false,Rx,0,6,FF,FC,00,01,07,1A,00,00,
789000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
789000,000001A6,false,Rx,0,8,02,00,00,4A,64,80,00,14,
789000,00000097,false,Rx,0,8,80,20,10,01,FE,00,00,2D,
789000,00000294,false,Rx,0,8,00,15,00,03,FA,C4,20,14,
0,00000158,false,Rx,0,8,12,CE,05,5A,12,CE,C2,0E,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
793000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
795000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
795000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
795000,0000013F,false,Rx,0,8,00,C9,00,C6,00,00,00,1D,
795000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,17,
0,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,10,
0,0000018E,false,Rx,0,3,00,03,0E,00,00,00,00,00,
798000,00000156,false,Rx,0,6,FF,FD,00,01,07,28,00,00,
800000,00000097,false,Rx,0,8,80,20,10,01,FD,00,00,3D,
0,00000158,false,Rx,0,8,12,CE,05,5A,12,CE,C2,1D,
0,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
805000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
805000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
805000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
805000,0000013F,false,Rx,0,8,00,C9,00,C5,00,00,00,2D,
806000,0000015A,false,Rx,0,8,00,00,00,00,00,00,00,26,
806000,0000017C,false,Rx,0,8,00,00,05,5D,48,00,00,2F,
806000,0000018E,false,Rx,0,3,00,00,10,00,00,00,00,00,
806000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
806000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
806000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,1E,00,
0,000001D0,false,Rx,0,8,26,52,4C,84,99,89,31,9F,
0,000001DC,false,Rx,0,4,02,05,5D,32,00,00,00,00,
807000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
807000,0000033D,false,Rx,0,4,01,40,00,1F,00,00,00,00,
808000,00000156,false,Rx,0,6,FF,FC,00,01,07,38,00,00,
808000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
810000,000001A6,false,Rx,0,8,02,00,00,4A,5B,80,00,2D,
810000,00000097,false,Rx,0,8,80,20,10,01,FC,00,00,01,
813000,00000158,false,Rx,0,8,12,CA,05,5A,12,CA,C2,24,
813000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
0,0000013F,false,Rx,0,8,00,C9,00,C6,FF,F6,00,38,
0,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,3F,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,3F,
816000,0000018E,false,Rx,0,3,00,00,2F,00,00,00,00,00,
818000,00000156,false,Rx,0,6,FF,FC,00,00,07,0C,00,00,
819000,00000097,false,Rx,0,8,80,20,10,01,FD,00,00,1F,
819000,0000030C,false,Rx,0,8,13,59,34,3C,01,60,90,3E,
0,00000158,false,Rx,0,8,12,C9,05,5A,12,C9,C2,35,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
0,0000013F,false,Rx,0,8,00,C9,00,C6,00,00,00,0E,
825000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,02,
0,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,02,
0,0000018E,false,Rx,0,3,00,01,3D,00,00,00,00,00,
826000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
826000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
826000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
826000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,2D,00,
0,000001D0,false,Rx,0,8,26,58,4C,A8,99,21,31,EC,
0,000001DC,false,Rx,0,4,02,05,5C,06,00,00,00,00,
827000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
0,00000156,false,Rx,0,6,FF,FC,00,01,07,1A,00,00,
0,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
829000,000001A6,false,Rx,0,8,02,00,00,4C,56,80,00,3F,
0,00000294,false,Rx,0,8,00,15,00,03,FA,C4,20,23,
0,00000097,false,Rx,0,8,80,20,20,01,FD,00,00,2D,
0,00000158,false,Rx,0,8,12,C5,05,59,12,C5,C2,01,
0,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
835000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
835000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
835000,0000013F,false,Rx,0,8,00,C9,00,C6,00,00,00,1D,
835000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,11,
835000,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,11,
836000,0000018E,false,Rx,0,3,00,03,0E,00,00,00,00,00,
838000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
839000,00000156,false,Rx,0,6,FF,FC,00,00,07,2A,00,00,
839000,00000097,false,Rx,0,8,80,20,20,01,FF,00,00,3A,
0,00000158,false,Rx,0,8,12,C2,05,58,12,C2,C2,17,
0,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
844000,0000013F,false,Rx,0,8,00,C9,00,C6,00,00,00,2C,
844000,0000015A,false,Rx,0,8,00,00,FF,BD,00,00,00,20,
846000,0000017C,false,Rx,0,8,00,00,05,5C,48,00,00,20,
846000,0000018E,false,Rx,0,3,00,06,1A,00,00,00,00,00,
0,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
846000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
0,000001D0,false,Rx,0,8,26,50,4C,7C,99,59,32,AB,
0,000001DC,false,Rx,0,4,02,05,5C,15,00,00,00,00,
847000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
847000,00000320,false,Rx,0,3,00,00,12,00,00,00,00,00,
847000,00000324,false,Rx,0,8,7D,47,2D,38,3C,F5,00,12,
847000,0000037C,false,Rx,0,8,EE,00,EF,33,00,01,00,11,
