Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
0,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
76000,000001D0,false,Rx,0,8,0E,AC,1C,E4,39,B0,73,15,
76000,000001E7,false,Rx,0,4,23,80,8E,0F,00,00,00,00,
79000,0000018E,false,Rx,0,3,00,03,1D,00,00,00,00,00,
82000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
82000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
83000,00000097,false,Rx,0,8,80,20,00,01,F8,00,00,33,
83000,0000013F,false,Rx,0,8,01,0F,01,0D,00,00,00,25,
83000,0000017C,false,Rx,0,8,00,00,03,58,00,00,00,22,
83000,000001DC,false,Rx,0,4,02,03,58,1B,00,00,00,00,
83000,00000320,false,Rx,0,3,00,00,12,00,00,00,00,00,
0,00000324,false,Rx,0,8,7B,46,23,AA,46,0F,00,10,
0,0000037C,false,Rx,0,8,D9,00,DA,34,00,02,00,1B,
84000,00000400,false,Rx,0,5,00,00,00,00,31,00,00,00,
84000,0000040C,false,Rx,0,8,4A,00,00,FF,FF,80,00,33,
84000,00000454,false,Rx,0,6,37,F5,02,29,90,34,00,00,
0,00000465,false,Rx,0,7,FF,FF,FF,FF,FF,FF,32,00,
0,000006C1,false,Rx,0,1,23,00,00,00,00,00,00,00,
85000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
85000,00000158,false,Rx,0,8,07,2B,02,DD,07,2B,AF,1C,
85000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,10,
86000,00000188,false,Rx,0,6,03,03,80,08,00,4D,00,00,
86000,00000156,false,Rx,0,6,00,25,00,00,07,1D,00,00,
86000,000001C0,false,Rx,0,7,12,00,71,00,00,00,2E,00,
87000,000001A6,false,Rx,0,8,02,00,00,51,57,80,00,29,
89000,0000018E,false,Rx,0,3,00,07,28,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
0,00000097,false,Rx,0,8,80,20,00,01,F8,00,00,06,
0,0000013F,false,Rx,0,8,01,0C,01,0C,FF,E2,00,3A,
92000,0000017C,false,Rx,0,8,00,00,03,55,00,00,00,34,
0,00000158,false,Rx,0,8,07,2C,02,DD,07,2C,AF,29,
0,0000015A,false,Rx,0,8,00,00,FC,4F,00,00,00,28,
0,00000188,false,Rx,0,6,03,03,80,08,00,5C,00,00,
95000,00000156,false,Rx,0,6,00,25,00,00,07,2C,00,00,
95000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,12,
95000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
95000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
97000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,1E,00,
0,000001D0,false,Rx,0,8,0E,4E,1C,C0,39,80,72,E6,
0,000001E7,false,Rx,0,4,23,80,8F,1D,00,00,00,00,
97000,0000033D,false,Rx,0,4,01,40,00,2E,00,00,00,00,
98000,0000018E,false,Rx,0,3,00,09,35,00,00,00,00,00,
102000,00000305,false,Rx,0,2,0E,02,00,00,00,00,00,00,
102000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
102000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
102000,00000097,false,Rx,0,8,80,20,10,01,F8,00,00,14,
102000,0000013F,false,Rx,0,8,01,0C,01,0C,00,00,00,0B,
103000,0000017C,false,Rx,0,8,00,00,03,55,00,00,00,07,
103000,000001DC,false,Rx,0,4,02,03,55,2D,00,00,00,00,
0,00000158,false,Rx,0,8,07,26,02,D9,07,26,AF,38,
0,00000188,false,Rx,0,6,03,03,80,08,00,6B,00,00,
106000,0000015A,false,Rx,0,8,00,00,FC,4F,00,00,00,37,
106000,00000156,false,Rx,0,6,00,25,00,00,07,3B,00,00,
107000,000001C0,false,Rx,0,7,11,00,41,00,00,00,31,00,
107000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
108000,000001A6,false,Rx,0,8,02,00,00,51,57,80,00,38,
108000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,26,
109000,0000018E,false,Rx,0,3,00,02,0F,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
0,00000097,false,Rx,0,8,80,20,10,01,FA,00,00,21,
112000,0000013F,false,Rx,0,8,01,0C,01,0C,00,00,00,1A,
112000,0000017C,false,Rx,0,8,00,00,03,55,00,00,00,16,
0,00000158,false,Rx,0,8,07,15,02,D2,07,15,AF,06,
0,00000188,false,Rx,0,6,03,03,80,08,00,7A,00,00,
0,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,01,
115000,00000156,false,Rx,0,6,00,24,00,06,07,09,00,00,
115000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,21,
115000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
117000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,2D,00,
0,000001D0,false,Rx,0,8,0E,4C,1C,9C,39,70,71,D2,
0,000001E7,false,Rx,0,4,23,40,90,2E,00,00,00,00,
117000,0000030C,false,Rx,0,8,07,CF,BE,FF,00,70,85,0C,
118000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
119000,0000018E,false,Rx,0,3,00,0E,12,00,00,00,00,00,
122000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
122000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
123000,00000097,false,Rx,0,8,80,60,10,01,FC,00,00,3A,
123000,0000013F,false,Rx,0,8,01,0F,01,0C,FF,F6,00,23,
0,0000017C,false,Rx,0,8,00,00,03,54,00,00,00,26,
0,000001DC,false,Rx,0,4,02,03,54,3D,00,00,00,00,
0,00000158,false,Rx,0,8,07,08,02,CD,07,08,AF,17,
0,00000188,false,Rx,0,6,03,03,80,08,00,4D,00,00,
126000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,10,
126000,00000156,false,Rx,0,6,00,23,00,0A,07,15,00,00,
126000,000001C0,false,Rx,0,7,11,00,41,00,00,00,04,00,
127000,000001A6,false,Rx,0,8,02,00,00,51,57,80,00,0B,
0,0000018E,false,Rx,0,3,00,0A,25,00,00,00,00,00,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0D,00,00,00,3E,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
0,00000097,false,Rx,0,8,80,60,20,01,FF,00,00,09,
0,0000013F,false,Rx,0,8,01,11,01,0C,00,00,00,32,
0,0000017C,false,Rx,0,8,00,00,03,54,00,00,00,35,
0,00000158,false,Rx,0,8,06,FC,02,C5,06,FC,AF,2A,
0,00000188,false,Rx,0,6,03,03,80,08,00,5C,00,00,
136000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,2F,
136000,00000156,false,Rx,0,6,00,22,00,0C,07,23,00,00,
136000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,30,
136000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
136000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
137000,000001D0,false,Rx,0,8,0E,4C,1C,58,39,08,71,E8,
137000,000001E7,false,Rx,0,4,23,40,91,3C,00,00,00,00,
139000,0000018E,false,Rx,0,3,00,06,38,00,00,00,00,00,
139000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
142000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
142000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
142000,00000097,false,Rx,0,8,80,60,20,02,02,00,00,13,
143000,0000013F,false,Rx,0,8,01,0B,01,0C,00,00,00,0C,
0,0000017C,false,Rx,0,8,00,00,03,54,00,00,00,08,
0,000001DC,false,Rx,0,4,02,03,54,00,00,00,00,00,
145000,00000158,false,Rx,0,8,06,EA,02,C2,06,EA,AF,32,
145000,00000188,false,Rx,0,6,03,03,80,08,00,6B,00,00,
145000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,3E,
145000,00000156,false,Rx,0,6,00,21,00,0C,07,33,00,00,
147000,000001C0,false,Rx,0,7,10,00,41,00,00,00,14,00,
147000,000001A6,false,Rx,0,8,02,00,00,51,57,80,00,1A,
147000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,35,
148000,0000018E,false,Rx,0,3,00,0C,05,00,00,00,00,00,
151000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
151000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
151000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
153000,00000097,false,Rx,0,8,80,60,20,02,02,00,00,22,
153000,0000013F,false,Rx,0,8,01,0B,01,0C,00,00,00,1B,
153000,0000017C,false,Rx,0,8,00,00,03,54,00,00,00,17,
0,00000158,false,Rx,0,8,06,E9,02,C2,06,E9,AF,07,
0,00000188,false,Rx,0,6,03,03,80,08,00,7A,00,00,
0,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,01,
0,00000156,false,Rx,0,6,00,1F,00,0F,07,06,00,00,
155000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,03,
156000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
156000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
156000,000001D0,false,Rx,0,8,0E,40,1C,34,38,A0,71,70,
156000,000001E7,false,Rx,0,4,23,40,93,0D,00,00,00,00,
159000,0000018E,false,Rx,0,3,00,05,1B,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0D,00,00,00,2F,
0,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
163000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
163000,00000097,false,Rx,0,8,80,A0,20,02,02,00,00,3D,
163000,0000013F,false,Rx,0,8,01,10,01,09,FF,92,00,2E,
163000,0000017C,false,Rx,0,8,00,00,03,49,00,00,00,22,
163000,000001DC,false,Rx,0,4,02,03,49,1B,00,00,00,00,
0,00000158,false,Rx,0,8,06,F3,02,C4,06,F3,AF,1E,
0,00000188,false,Rx,0,6,03,03,80,08,00,4D,00,00,
0,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,10,
0,00000156,false,Rx,0,6,00,1E,00,0E,07,17,00,00,
166000,000001C0,false,Rx,0,7,10,00,41,00,00,00,23,00,
167000,000001A6,false,Rx,0,8,02,00,00,51,57,80,00,29,
167000,00000309,false,Rx,0,8,07,42,00,00,00,12,00,66,
167000,00000374,false,Rx,0,7,00,00,00,00,00,00,28,00,
167000,00000377,false,Rx,0,8,20,06,7F,74,B1,00,AA,2C,
168000,00000378,false,Rx,0,8,07,F0,FE,14,40,60,00,22,
168000,00000405,false,Rx,0,8,00,00,00,00,00,00,00,0F,
168000,00000428,false,Rx,0,7,00,00,00,00,00,00,0A,00,
168000,0000018E,false,Rx,0,3,00,00,2F,00,00,00,00,00,
172000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
172000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
172000,00000097,false,Rx,0,8,80,A0,30,02,01,00,00,00,
172000,0000013F,false,Rx,0,8,01,08,01,09,00,00,00,3F,
0,0000017C,false,Rx,0,8,00,00,03,49,00,00,00,31,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
175000,00000158,false,Rx,0,8,06,F8,02,C6,06,F8,AF,21,
175000,00000188,false,Rx,0,6,03,03,80,08,00,5C,00,00,
175000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,2F,
175000,00000156,false,Rx,0,6,00,1C,00,0E,07,28,00,00,
175000,000001A4,false,Rx,0,8,00,69,80,00,00,00,00,11,
176000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,1F,
176000,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,1A,00,
0,000001D0,false,Rx,0,8,0E,14,1C,1C,38,70,70,D7,
0,000001E7,false,Rx,0,4,23,40,93,1C,00,00,00,00,
178000,0000018E,false,Rx,0,3,00,0B,33,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
182000,00000097,false,Rx,0,8,80,A0,30,02,01,00,00,1F,
182000,0000013F,false,Rx,0,8,01,0A,01,09,00,00,00,00,
0,0000017C,false,Rx,0,8,00,00,03,49,00,00,00,04,
0,000001DC,false,Rx,0,4,02,03,49,2A,00,00,00,00,
182000,00000320,false,Rx,0,3,00,00,21,00,00,00,00,00,
184000,00000324,false,Rx,0,8,7B,46,23,AB,46,0F,00,2E,
184000,0000037C,false,Rx,0,8,D9,00,DA,34,00,02,00,2A,
184000,000003D7,false,Rx,0,8,B0,00,00,00,00,00,00,51,
184000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,06,F6,02,C6,06,F6,AF,34,
0,00000188,false,Rx,0,6,03,03,80,08,00,6B,00,00,
185000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,3E,
185000,00000156,false,Rx,0,6,00,1B,00,0E,07,38,00,00,
186000,000001C0,false,Rx,0,7,10,00,41,00,00,00,32,00,
0,000001A6,false,Rx,0,8,02,00,00,51,57,80,00,38,
0,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,08,
188000,0000018E,false,Rx,0,3,00,04,0D,00,00,00,00,00,
192000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
192000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
192000,0000013F,false,Rx,0,8,01,0C,01,08,FF,F6,00,1B,
192000,00000097,false,Rx,0,8,80,E0,40,02,02,00,00,28,
193000,0000017C,false,Rx,0,8,00,00,03,48,00,00,00,14,
0,00000158,false,Rx,0,8,06,F2,02,C5,06,F2,AF,00,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
195000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,01,
195000,00000188,false,Rx,0,6,03,03,80,08,00,7A,00,00,
195000,00000156,false,Rx,0,6,00,1A,00,0E,07,0C,00,00,
195000,000001A4,false,Rx,0,8,00,69,80,00,00,00,00,20,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,2E,
0,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,29,00,
197000,000001D0,false,Rx,0,8,0E,0E,1C,08,38,58,70,64,
197000,000001E7,false,Rx,0,4,23,80,90,2A,00,00,00,00,
197000,0000033D,false,Rx,0,4,01,40,00,3D,00,00,00,00,
199000,0000018E,false,Rx,0,3,00,09,17,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
201000,00000097,false,Rx,0,8,80,A0,30,02,01,00,00,3D,
203000,0000013F,false,Rx,0,8,01,08,01,08,00,00,00,21,
0,0000017C,false,Rx,0,8,00,00,03,48,00,00,00,23,
0,000001DC,false,Rx,0,4,02,03,48,3A,00,00,00,00,
0,00000158,false,Rx,0,8,06,E9,02,C2,06,E9,AF,16,
0,00000188,false,Rx,0,6,03,03,80,08,00,4D,00,00,
205000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,10,
205000,00000156,false,Rx,0,6,00,19,00,0C,07,1E,00,00,
206000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
206000,000001C0,false,Rx,0,7,0F,00,41,00,00,00,07,00,
206000,00000305,false,Rx,0,2,0E,11,00,00,00,00,00,00,
207000,000001A6,false,Rx,0,8,02,00,00,51,58,80,00,0A,
209000,0000018E,false,Rx,0,3,00,02,2D,00,00,00,00,00,
211000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
211000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
211000,00000097,false,Rx,0,8,80,A0,30,02,00,00,00,01,
213000,0000013F,false,Rx,0,8,01,08,01,08,00,00,00,30,
213000,0000017C,false,Rx,0,8,00,00,03,48,00,00,00,32,
0,00000158,false,Rx,0,8,06,E4,02,C0,06,E4,AF,21,
0,00000188,false,Rx,0,6,03,03,80,08,00,5C,00,00,
216000,0000015A,false,Rx,0,8,00,00,FC,D6,00,00,00,28,
216000,00000156,false,Rx,0,6,00,17,00,0C,07,2F,00,00,
216000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,30,
0,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
0,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,38,00,
217000,000001D0,false,Rx,0,8,0D,FE,1B,E0,37,A8,6F,23,
217000,000001E7,false,Rx,0,4,23,C0,8E,38,00,00,00,00,
217000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
217000,0000030C,false,Rx,0,8,07,9D,C6,FF,00,70,85,17,
219000,0000018E,false,Rx,0,3,00,0A,34,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
222000,00000097,false,Rx,0,8,80,A0,30,02,02,00,00,1E,
222000,0000013F,false,Rx,0,8,01,08,01,08,00,00,00,03,
0,0000017C,false,Rx,0,8,00,00,03,48,00,00,00,05,
0,000001DC,false,Rx,0,4,02,03,48,0D,00,00,00,00,
0,00000158,false,Rx,0,8,06,DF,02,BD,06,DF,AF,30,
0,00000188,false,Rx,0,6,03,03,80,08,00,6B,00,00,
226000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,3E,
226000,00000156,false,Rx,0,6,00,17,00,0A,07,30,00,00,
226000,000001C0,false,Rx,0,7,0F,00,41,00,00,00,16,00,
0,000001A6,false,Rx,0,8,02,00,00,51,5E,80,00,13,
0,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,17,
228000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
228000,0000018E,false,Rx,0,3,00,07,0A,00,00,00,00,00,
232000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
232000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
232000,00000097,false,Rx,0,8,80,A0,30,02,01,00,00,2E,
232000,0000013F,false,Rx,0,8,01,06,01,07,FF,D8,00,12,
232000,0000017C,false,Rx,0,8,00,00,03,44,00,00,00,18,
0,00000158,false,Rx,0,8,06,D7,02,BB,06,D7,AF,05,
0,00000188,false,Rx,0,6,03,03,80,08,00,7A,00,00,
235000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,01,
235000,00000156,false,Rx,0,6,00,16,00,06,07,08,00,00,
235000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,03,
236000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
236000,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,0B,00,
236000,000001D0,false,Rx,0,8,0D,B6,1B,C0,37,A8,6F,8B,
236000,000001E7,false,Rx,0,4,23,80,8C,01,00,00,00,00,
238000,0000018E,false,Rx,0,3,00,06,1A,00,00,00,00,00,
239000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
241000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
241000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
241000,00000097,false,Rx,0,8,80,A0,30,02,01,00,00,3D,
243000,0000013F,false,Rx,0,8,01,06,01,07,00,00,00,24,
243000,0000017C,false,Rx,0,8,00,00,03,44,00,00,00,27,
243000,000001DC,false,Rx,0,4,02,03,44,10,00,00,00,00,
245000,00000158,false,Rx,0,8,06,D3,02,B6,06,D3,AF,11,
245000,00000188,false,Rx,0,6,03,03,80,08,00,4D,00,00,
245000,0000015A,false,Rx,0,8,00,00,FC,D6,00,00,00,19,
245000,00000156,false,Rx,0,6,00,16,00,01,07,1C,00,00,
246000,000001C0,false,Rx,0,7,0E,00,41,00,00,00,26,00,
247000,000001A6,false,Rx,0,8,02,00,00,51,68,80,00,27,
248000,0000018E,false,Rx,0,3,00,04,2B,00,00,00,00,00,
250000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
252000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
252000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
252000,0000013F,false,Rx,0,8,01,06,01,07,00,00,00,33,
252000,00000097,false,Rx,0,8,80,A0,20,02,04,00,00,0E,
252000,0000017C,false,Rx,0,8,00,00,03,44,00,00,00,36,
0,00000158,false,Rx,0,8,06,C8,02,B3,06,C8,AF,2B,
0,00000188,false,Rx,0,6,03,03,80,08,00,5C,00,00,
256000,0000015A,false,Rx,0,8,00,00,FC,D6,00,00,00,28,
256000,00000156,false,Rx,0,6,00,16,00,01,07,2B,00,00,
256000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,12,
256000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
256000,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,1A,00,
257000,000001D0,false,Rx,0,8,0D,D0,1B,74,36,C0,6E,2E,
257000,000001E7,false,Rx,0,4,22,C0,8B,1E,00,00,00,00,
258000,0000018E,false,Rx,0,3,00,09,35,00,00,00,00,00,
261000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
261000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
261000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
263000,00000097,false,Rx,0,8,80,A0,20,02,05,00,00,1C,
263000,0000013F,false,Rx,0,8,01,06,01,07,00,00,00,06,
263000,0000017C,false,Rx,0,8,00,00,03,44,00,00,00,09,
263000,000001DC,false,Rx,0,4,02,03,44,2F,00,00,00,00,
265000,00000158,false,Rx,0,8,06,C2,02,AF,06,C2,AF,3B,
265000,00000188,false,Rx,0,6,03,03,80,08,00,6B,00,00,
266000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,3E,
266000,00000156,false,Rx,0,6,00,16,00,01,07,3A,00,00,
266000,000001C0,false,Rx,0,7,0E,00,41,00,00,00,35,00,
267000,000001A6,false,Rx,0,8,02,00,00,51,66,80,00,38,
267000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,26,
267000,00000309,false,Rx,0,8,07,2A,00,00,00,12,00,7F,
268000,00000374,false,Rx,0,7,00,00,00,00,00,00,37,00,
268000,00000377,false,Rx,0,8,20,06,7F,74,B1,00,AA,3B,
268000,00000378,false,Rx,0,8,07,F0,FE,14,40,60,00,31,
268000,0000018E,false,Rx,0,3,00,06,0B,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
273000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
273000,00000097,false,Rx,0,8,80,60,10,02,04,00,00,21,
0,0000013F,false,Rx,0,8,01,06,01,06,FF,E2,00,18,
0,0000017C,false,Rx,0,8,00,00,03,41,00,00,00,1B,
0,00000158,false,Rx,0,8,06,BE,02,AF,06,BE,AF,08,
0,00000188,false,Rx,0,6,03,03,80,08,00,7A,00,00,
275000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,01,
275000,00000156,false,Rx,0,6,00,16,00,02,07,0C,00,00,
275000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,21,
275000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
275000,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,29,00,
0,000001D0,false,Rx,0,8,0D,E4,1B,60,37,50,6E,60,
0,000001E7,false,Rx,0,4,22,00,8A,2A,00,00,00,00,
278000,0000018E,false,Rx,0,3,00,04,1C,00,00,00,00,00,
282000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
282000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
282000,0000013F,false,Rx,0,8,01,06,01,06,00,00,00,25,
282000,00000097,false,Rx,0,8,80,20,10,02,02,00,00,36,
0,0000017C,false,Rx,0,8,00,00,03,41,00,00,00,2A,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
0,000001DC,false,Rx,0,4,02,03,41,31,00,00,00,00,
0,00000320,false,Rx,0,3,00,00,30,00,00,00,00,00,
0,00000324,false,Rx,0,8,7B,46,23,AB,46,0F,00,3D,
0,0000037C,false,Rx,0,8,D9,00,DA,34,00,02,00,39,
285000,00000158,false,Rx,0,8,06,BD,02,B0,06,BD,AF,17,
285000,00000188,false,Rx,0,6,03,03,80,08,00,4D,00,00,
285000,0000015A,false,Rx,0,8,00,00,FC,93,00,00,00,10,
285000,00000156,false,Rx,0,6,00,16,00,01,07,1C,00,00,
286000,000001C0,false,Rx,0,7,0E,00,41,00,00,00,08,00,
287000,000001A6,false,Rx,0,8,02,00,00,51,5B,80,00,07,
289000,0000018E,false,Rx,0,3,00,04,2B,00,00,00,00,00,
292000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
0,00000097,false,Rx,0,8,7F,E0,00,01,FF,00,00,05,
292000,0000013F,false,Rx,0,8,01,06,01,06,00,00,00,34,
293000,0000017C,false,Rx,0,8,00,00,03,41,00,00,00,39,
294000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
0,00000158,false,Rx,0,8,06,BF,02,B1,06,BF,AF,21,
0,00000188,false,Rx,0,6,03,03,80,08,00,5C,00,00,
0,0000015A,false,Rx,0,8,00,00,FC,D6,00,00,00,28,
295000,00000156,false,Rx,0,6,00,16,00,01,07,2B,00,00,
295000,000001A4,false,Rx,0,8,00,68,80,00,00,00,00,30,
295000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
297000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
0,000001D0,false,Rx,0,8,0D,96,1B,4C,36,58,6D,09,
0,000001E7,false,Rx,0,4,21,C0,88,30,00,00,00,00,
0,0000033D,false,Rx,0,4,01,40,00,00,00,00,00,00,
299000,0000018E,false,Rx,0,3,00,07,37,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0D,00,00,00,01,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
303000,00000097,false,Rx,0,8,7F,E0,00,01,FF,00,00,14,
303000,0000013F,false,Rx,0,8,01,0A,01,03,FF,A6,00,08,
303000,0000017C,false,Rx,0,8,00,00,03,38,00,00,00,06,
303000,000001DC,false,Rx,0,4,02,03,38,0E,00,00,00,00,
0,00000158,false,Rx,0,8,06,C2,02,B3,06,C2,AF,36,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
305000,0000015A,false,Rx,0,8,00,00,FC,D6,00,00,00,37,
305000,00000188,false,Rx,0,6,03,03,80,08,00,6B,00,00,
305000,00000156,false,Rx,0,6,00,16,00,01,07,3A,00,00,
306000,000001C0,false,Rx,0,7,0D,00,41,00,00,00,18,00,
0,000001A6,false,Rx,0,8,02,00,00,51,5F,80,00,12,
0,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,35,
309000,0000018E,false,Rx,0,3,00,03,0E,00,00,00,00,00,
311000,00000305,false,Rx,0,2,0E,20,00,00,00,00,00,00,
0,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
0,0000013F,false,Rx,0,8,01,03,01,03,00,00,00,1C,
312000,00000097,false,Rx,0,8,7F,E0,00,02,01,00,00,2F,
