Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
175000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
175000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
176000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
176000,00000156,false,Rx,0,6,00,05,00,1A,07,23,00,00,
176000,00000158,false,Rx,0,8,11,EE,05,1A,11,EE,A3,2F,
176000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
177000,000001D0,false,Rx,0,8,24,7C,49,5C,93,99,26,2B,
177000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
178000,0000018E,false,Rx,0,3,00,14,39,00,00,00,00,00,
182000,00000097,false,Rx,0,8,80,20,00,01,FD,00,00,10,
183000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
183000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,00,
183000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
184000,0000013F,false,Rx,0,8,FF,90,00,E1,00,00,00,0F,
184000,0000017C,false,Rx,0,8,00,00,05,19,48,00,00,09,
184000,000001DC,false,Rx,0,4,02,05,19,0D,00,00,00,00,
184000,00000320,false,Rx,0,3,00,00,03,00,00,00,00,00,
184000,00000324,false,Rx,0,8,7C,46,23,7F,46,25,00,06,
184000,0000037C,false,Rx,0,8,C8,00,C9,33,00,01,00,02,
185000,000003D7,false,Rx,0,8,B0,C1,04,00,00,00,00,23,
185000,0000015A,false,Rx,0,8,00,00,FF,36,00,00,00,3E,
186000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
186000,00000156,false,Rx,0,6,00,07,00,1A,07,30,00,00,
186000,00000158,false,Rx,0,8,11,EE,05,1E,11,EE,A3,3A,
186000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
187000,000001A6,false,Rx,0,8,02,00,40,47,63,80,00,14,
187000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,17,
188000,0000018E,false,Rx,0,3,00,0E,03,00,00,00,00,00,
192000,00000097,false,Rx,0,8,7F,E0,00,02,01,00,00,2F,
193000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,1F,
0,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
193000,0000013F,false,Rx,0,8,FF,90,00,E3,00,00,00,1C,
193000,0000017C,false,Rx,0,8,00,00,05,19,48,00,00,18,
195000,0000033D,false,Rx,0,4,01,40,00,1F,00,00,00,00,
196000,0000015A,false,Rx,0,8,00,00,FF,36,00,00,00,01,
196000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
196000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
196000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
196000,00000156,false,Rx,0,6,00,0A,00,1B,07,0F,00,00,
197000,00000158,false,Rx,0,8,11,F4,05,1E,11,F4,A4,0E,
197000,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
197000,000001D0,false,Rx,0,8,24,7A,48,A0,93,29,27,C1,
197000,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
198000,0000018E,false,Rx,0,3,00,1B,14,00,00,00,00,00,
202000,00000097,false,Rx,0,8,80,20,00,02,00,00,00,39,
203000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,2E,
203000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
203000,0000013F,false,Rx,0,8,FF,90,00,E1,00,32,00,28,
203000,0000017C,false,Rx,0,8,00,00,05,1E,48,00,00,22,
204000,000001DC,false,Rx,0,4,02,05,1E,17,00,00,00,00,
204000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
205000,0000015A,false,Rx,0,8,00,00,FF,79,00,00,00,19,
205000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
205000,00000156,false,Rx,0,6,00,0D,00,1C,07,1A,00,00,
205000,00000158,false,Rx,0,8,11,F7,05,1E,11,F7,A4,17,
207000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
207000,000001A6,false,Rx,0,8,02,00,40,47,62,80,00,24,
208000,0000018E,false,Rx,0,3,00,15,29,00,00,00,00,00,
213000,00000097,false,Rx,0,8,80,20,00,02,00,00,00,0C,
214000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,3D,
214000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
214000,0000013F,false,Rx,0,8,FF,90,00,E1,00,00,00,3C,
214000,0000017C,false,Rx,0,8,00,00,05,1E,48,00,00,31,
0,0000015A,false,Rx,0,8,00,00,FF,79,00,00,00,28,
0,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
0,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
216000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
217000,00000156,false,Rx,0,6,00,10,00,1D,07,24,00,00,
217000,00000158,false,Rx,0,8,11,F6,05,1D,11,F6,A4,29,
217000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
217000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,1E,00,
217000,000001D0,false,Rx,0,8,24,7A,48,98,92,B9,26,0F,
217000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
217000,0000030C,false,Rx,0,8,12,AC,16,46,01,60,90,3C,
218000,0000018E,false,Rx,0,3,00,05,39,00,00,00,00,00,
222000,00000097,false,Rx,0,8,80,60,10,01,FE,00,00,1A,
223000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,00,
223000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
223000,0000013F,false,Rx,0,8,FF,90,00,E1,00,00,00,0F,
0,0000017C,false,Rx,0,8,00,00,05,1E,48,00,00,04,
0,000001DC,false,Rx,0,4,02,05,1E,26,00,00,00,00,
225000,0000015A,false,Rx,0,8,00,00,FF,36,00,00,00,3E,
226000,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
226000,00000156,false,Rx,0,6,00,12,00,15,07,39,00,00,
226000,00000158,false,Rx,0,8,11,F7,05,1A,11,F7,A4,39,
226000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
226000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
227000,000001A6,false,Rx,0,8,02,00,40,4A,63,80,00,3F,
227000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,26,
228000,0000018E,false,Rx,0,3,00,15,0B,00,00,00,00,00,
232000,00000305,false,Rx,0,2,0E,02,00,00,00,00,00,00,
232000,00000097,false,Rx,0,8,80,60,10,01,FD,00,00,2A,
233000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,1F,
233000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
233000,0000013F,false,Rx,0,8,FF,90,00,E2,FF,EC,00,15,
234000,0000017C,false,Rx,0,8,00,00,05,1C,48,00,00,15,
235000,0000015A,false,Rx,0,8,00,00,FF,36,00,00,00,01,
235000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
236000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
236000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,2D,00,
236000,00000156,false,Rx,0,6,00,13,00,13,07,0D,00,00,
236000,00000158,false,Rx,0,8,11,ED,05,1C,11,ED,A4,00,
236000,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
237000,000001D0,false,Rx,0,8,24,70,48,DC,92,C9,24,B7,
237000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
237000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
238000,0000018E,false,Rx,0,3,00,20,1E,00,00,00,00,00,
242000,00000097,false,Rx,0,8,80,60,10,01,FB,00,00,3B,
243000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,2E,
243000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
243000,0000013F,false,Rx,0,8,FF,90,00,E2,00,00,00,2C,
0,0000017C,false,Rx,0,8,00,00,05,1C,48,00,00,24,
0,000001DC,false,Rx,0,4,02,05,1C,37,00,00,00,00,
245000,0000015A,false,Rx,0,8,00,00,FF,36,00,00,00,10,
246000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
246000,00000156,false,Rx,0,6,00,15,00,14,07,19,00,00,
246000,00000158,false,Rx,0,8,11,ED,05,1A,11,ED,A4,11,
246000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
247000,000001A6,false,Rx,0,8,02,00,40,4A,62,80,00,03,
248000,0000018E,false,Rx,0,3,00,1D,21,00,00,00,00,00,
248000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
252000,00000097,false,Rx,0,8,80,60,10,01,FC,00,00,0D,
253000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,3D,
253000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
253000,0000013F,false,Rx,0,8,FF,90,00,E3,FF,E2,00,3C,
254000,0000017C,false,Rx,0,8,00,00,05,19,48,00,00,36,
255000,0000015A,false,Rx,0,8,FF,CC,FE,F2,00,00,00,22,
255000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
256000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
256000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,3C,00,
256000,00000156,false,Rx,0,6,00,17,00,10,07,2A,00,00,
256000,00000158,false,Rx,0,8,11,E4,05,19,11,E4,A4,23,
257000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
257000,000001D0,false,Rx,0,8,24,6E,48,F4,92,F1,23,C5,
257000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
257000,00000406,false,Rx,0,5,00,00,00,01,1C,00,00,00,
258000,0000018E,false,Rx,0,3,00,1A,33,00,00,00,00,00,
259000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
262000,00000097,false,Rx,0,8,80,60,20,01,FB,00,00,1C,
263000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,00,
263000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
263000,0000013F,false,Rx,0,8,FF,90,00,E3,00,00,00,0D,
263000,0000017C,false,Rx,0,8,00,00,05,19,48,00,00,09,
264000,000001DC,false,Rx,0,4,02,05,19,0D,00,00,00,00,
265000,0000015A,false,Rx,0,8,FF,C7,FE,F2,00,00,00,36,
266000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
266000,00000156,false,Rx,0,6,00,18,00,0E,07,3B,00,00,
267000,00000158,false,Rx,0,8,11,DF,05,17,11,DF,A4,30,
267000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
267000,00000421,false,Rx,0,5,00,00,00,01,2E,00,00,00,
267000,000001A6,false,Rx,0,8,02,00,40,4A,5F,80,00,16,
268000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,35,
268000,00000309,false,Rx,0,8,12,D2,00,00,00,30,00,52,
268000,00000374,false,Rx,0,7,00,00,00,00,00,00,19,00,
268000,00000377,false,Rx,0,8,04,06,7D,74,B0,00,A2,16,
268000,00000378,false,Rx,0,8,08,11,02,13,40,60,00,1B,
269000,0000018E,false,Rx,0,3,00,27,08,00,00,00,00,00,
271000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
273000,00000097,false,Rx,0,8,80,60,20,01,F9,00,00,2D,
274000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,1F,
274000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
274000,0000013F,false,Rx,0,8,FF,90,00,E4,FF,D8,00,18,
274000,0000017C,false,Rx,0,8,00,00,05,15,48,00,00,1C,
276000,0000015A,false,Rx,0,8,FF,BE,FE,F2,00,00,00,03,
276000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
276000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
276000,000001B0,false,Rx,0,7,80,10,7F,FF,00,00,0F,00,
277000,00000156,false,Rx,0,6,00,19,00,0C,07,0F,00,00,
277000,00000158,false,Rx,0,8,11,E2,05,16,11,E2,A4,0C,
277000,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
277000,000001D0,false,Rx,0,8,24,98,49,08,92,E1,24,68,
277000,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
279000,0000018E,false,Rx,0,3,00,1C,13,00,00,00,00,00,
281000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
282000,00000097,false,Rx,0,8,80,A0,20,01,FA,00,00,37,
283000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,2E,
283000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
284000,0000013F,false,Rx,0,8,FF,90,00,E4,00,00,00,2A,
284000,0000017C,false,Rx,0,8,00,00,05,15,48,00,00,2B,
284000,000001DC,false,Rx,0,4,02,05,15,10,00,00,00,00,
284000,00000320,false,Rx,0,3,00,00,12,00,00,00,00,00,
284000,00000324,false,Rx,0,8,7C,46,23,7F,46,33,00,16,
0,0000037C,false,Rx,0,8,BD,00,BE,33,00,01,00,19,
0,00000400,false,Rx,0,5,00,00,00,00,31,00,00,00,
285000,0000040C,false,Rx,0,8,66,90,42,95,65,94,65,39,
285000,00000454,false,Rx,0,6,37,F5,02,29,90,34,00,00,
285000,0000015A,false,Rx,0,8,FF,B5,FE,F2,00,00,00,1B,
286000,00000465,false,Rx,0,7,FF,FF,FF,FF,FF,FF,32,00,
286000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
286000,00000156,false,Rx,0,6,00,1A,00,0B,07,1E,00,00,
286000,00000158,false,Rx,0,8,11,E1,05,19,11,E1,A4,1A,
286000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
286000,000006C1,false,Rx,0,1,23,00,00,00,00,00,00,00,
287000,000001A6,false,Rx,0,8,02,00,40,4A,5F,80,00,25,
288000,0000018E,false,Rx,0,3,00,0C,23,00,00,00,00,00,
0,00000097,false,Rx,0,8,80,E0,30,01,FB,00,00,04,
0,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
293000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,3D,
293000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
293000,0000013F,false,Rx,0,8,FF,90,00,E0,00,14,00,38,
294000,0000017C,false,Rx,0,8,00,00,05,17,48,00,00,38,
295000,0000033D,false,Rx,0,4,01,40,00,2E,00,00,00,00,
295000,0000015A,false,Rx,0,8,FF,BD,FE,F2,00,00,00,22,
295000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
296000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
296000,000001B0,false,Rx,0,7,80,50,7F,FF,00,00,1A,00,
296000,00000156,false,Rx,0,6,00,1A,00,03,07,25,00,00,
296000,00000158,false,Rx,0,8,11,E1,05,1A,11,E1,A4,28,
297000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
297000,000001D0,false,Rx,0,8,24,80,48,F8,92,41,25,B7,
297000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
298000,0000018E,false,Rx,0,3,00,12,3B,00,00,00,00,00,
302000,00000097,false,Rx,0,8,80,E0,40,01,FA,00,00,13,
303000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,00,
303000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
303000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
304000,0000013F,false,Rx,0,8,FF,90,00,E0,00,00,00,00,
304000,0000017C,false,Rx,0,8,00,00,05,17,48,00,00,0B,
304000,000001DC,false,Rx,0,4,02,05,17,2D,00,00,00,00,
305000,0000015A,false,Rx,0,8,FF,D1,FE,F2,00,00,00,3B,
0,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
0,00000156,false,Rx,0,6,00,1A,00,03,07,34,00,00,
0,00000158,false,Rx,0,8,11,E2,05,1B,11,E2,A4,34,
0,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
307000,000001A6,false,Rx,0,8,02,00,40,4A,5F,80,00,34,
307000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,08,
308000,0000018E,false,Rx,0,3,00,0F,02,00,00,00,00,00,
312000,00000097,false,Rx,0,8,81,20,40,01,F9,00,00,2E,
312000,00000136,false,Rx,0,8,02,00,00,0C,00,00,00,1F,
314000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
314000,0000013F,false,Rx,0,8,FF,90,00,E0,00,00,00,1F,
314000,0000017C,false,Rx,0,8,00,00,05,17,48,00,00,1A,
315000,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
316000,0000015A,false,Rx,0,8,FF,DE,FE,F2,00,00,00,01,
316000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,29,
316000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,2F,
316000,000001B0,false,Rx,0,7,80,90,7F,FF,00,00,25,00,
316000,00000156,false,Rx,0,6,00,1A,00,01,07,09,00,00,
316000,00000158,false,Rx,0,8,11,EB,05,18,11,EB,A4,08,
317000,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
317000,000001D0,false,Rx,0,8,24,98,48,F4,92,51,26,56,
317000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
317000,0000030C,false,Rx,0,8,12,AD,16,46,01,60,90,0E,
319000,0000018E,false,Rx,0,3,00,0E,12,00,00,00,00,00,
323000,00000097,false,Rx,0,8,81,20,40,01,F7,00,00,3F,
324000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
324000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
324000,0000013F,false,Rx,0,8,00,E4,00,E0,00,14,00,2E,
324000,0000017C,false,Rx,0,8,00,00,05,19,48,00,00,27,
324000,000001DC,false,Rx,0,4,02,05,19,3A,00,00,00,00,
0,0000015A,false,Rx,0,8,FF,F7,FF,36,00,00,00,1C,
0,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
326000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
326000,00000156,false,Rx,0,6,00,1A,00,02,07,17,00,00,
326000,00000158,false,Rx,0,8,11,EC,05,1C,11,EC,A4,11,
327000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
327000,000001A6,false,Rx,0,8,02,00,40,4C,5B,80,00,09,
328000,0000018E,false,Rx,0,3,00,18,26,00,00,00,00,00,
332000,00000097,false,Rx,0,8,81,20,40,01,F4,00,00,05,
333000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,3F,
333000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
333000,0000013F,false,Rx,0,8,00,E1,01,13,00,00,00,3E,
334000,0000017C,false,Rx,0,8,00,00,05,19,48,00,00,36,
335000,0000015A,false,Rx,0,8,00,00,FF,36,00,00,00,2F,
335000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,38,
335000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,3E,
336000,000001B0,false,Rx,0,7,80,D0,7F,FF,00,00,30,00,
336000,00000156,false,Rx,0,6,00,1A,00,01,07,27,00,00,
0,00000158,false,Rx,0,8,11,F0,05,1D,11,F0,A4,25,
0,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
336000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
336000,000001D0,false,Rx,0,8,24,B0,48,B4,92,69,24,1D,
338000,000001E7,false,Rx,0,4,1A,00,68,36,00,00,00,00,
338000,00000305,false,Rx,0,2,0E,11,00,00,00,00,00,00,
338000,0000018E,false,Rx,0,3,00,0E,30,00,00,00,00,00,
343000,00000097,false,Rx,0,8,81,20,40,01,F4,00,00,14,
343000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,02,
344000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
344000,0000013F,false,Rx,0,8,00,E3,01,12,00,28,00,06,
344000,0000017C,false,Rx,0,8,00,00,05,1D,48,00,00,05,
344000,000001DC,false,Rx,0,4,02,05,1D,09,00,00,00,00,
345000,0000015A,false,Rx,0,8,00,00,FF,36,00,00,00,3E,
346000,000001C0,false,Rx,0,7,00,00,10,00,00,00,19,00,
346000,00000156,false,Rx,0,6,00,1A,00,01,07,36,00,00,
346000,00000158,false,Rx,0,8,11,F3,05,20,11,F3,A4,3A,
346000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
346000,000001A6,false,Rx,0,8,02,00,40,4C,67,80,00,1B,
348000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,17,
348000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
348000,0000018E,false,Rx,0,3,00,05,0C,00,00,00,00,00,
352000,00000097,false,Rx,0,8,80,E0,40,01,F6,00,00,26,
353000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,11,
353000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
354000,0000013F,false,Rx,0,8,00,E8,01,12,00,00,00,1A,
354000,0000017C,false,Rx,0,8,00,00,05,1D,48,00,00,14,
356000,0000015A,false,Rx,0,8,00,00,FE,F2,00,00,00,0A,
356000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,0B,
356000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,01,
356000,000001B0,false,Rx,0,7,80,D0,7F,FF,00,00,03,00,
356000,00000156,false,Rx,0,6,00,1A,00,01,07,09,00,00,
357000,00000158,false,Rx,0,8,11,F4,05,1E,11,F4,A4,0E,
357000,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
0,000001D0,false,Rx,0,8,24,98,49,18,92,59,20,A8,
0,000001E7,false,Rx,0,4,1A,00,68,09,00,00,00,00,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
0,0000018E,false,Rx,0,3,00,09,17,00,00,00,00,00,
362000,00000097,false,Rx,0,8,80,E0,30,01,F6,00,00,36,
364000,00000136,false,Rx,0,8,00,00,00,0C,00,00,00,20,
364000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
364000,0000013F,false,Rx,0,8,00,EC,01,12,00,00,00,25,
364000,0000017C,false,Rx,0,8,00,00,05,1D,48,00,00,23,
364000,000001DC,false,Rx,0,4,02,05,1D,18,00,00,00,00,
366000,0000015A,false,Rx,0,8,00,00,FE,F2,00,00,00,19,
366000,000001C0,false,Rx,0,7,00,00,10,00,00,00,28,00,
366000,00000156,false,Rx,0,6,00,1A,00,00,07,19,00,00,
367000,00000158,false,Rx,0,8,11,F7,05,1D,11,F7,A4,18,
367000,00000188,false,Rx,0,6,04,04,80,08,00,4B,00,00,
367000,000001A6,false,Rx,0,8,02,00,40,4C,67,80,00,2A,
367000,00000309,false,Rx,0,8,12,D8,00,00,00,30,00,6B,
367000,00000374,false,Rx,0,7,00,00,00,00,00,00,28,00,
368000,00000377,false,Rx,0,8,04,06,7D,74,B0,00,A2,25,
368000,00000378,false,Rx,0,8,08,11,02,13,40,60,00,2A,
368000,00000405,false,Rx,0,8,00,00,00,00,00,00,00,0F,
368000,00000428,false,Rx,0,7,00,00,00,00,00,00,0A,00,
368000,0000018E,false,Rx,0,3,00,0B,24,00,00,00,00,00,
369000,00000039,false,Rx,0,2,00,1B,00,00,00,00,00,00,
372000,00000097,false,Rx,0,8,80,E0,40,01,F8,00,00,06,
373000,00000136,false,Rx,0,8,00,00,00,0D,00,00,00,3E,
373000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,37,
374000,0000013F,false,Rx,0,8,00,F5,01,12,00,00,00,3A,
374000,0000017C,false,Rx,0,8,00,00,05,1D,48,00,00,32,
375000,0000015A,false,Rx,0,8,00,00,FE,AF,00,00,00,20,
375000,000001A4,false,Rx,0,8,00,68,00,00,00,00,00,1A,
376000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,68,10,
376000,000001B0,false,Rx,0,7,80,90,7F,FF,00,00,16,00,
376000,00000156,false,Rx,0,6,00,1A,00,00,07,28,00,00,
376000,00000158,false,Rx,0,8,11,F5,05,1D,11,F5,A4,2B,
376000,00000188,false,Rx,0,6,04,04,80,08,00,5A,00,00,
377000,000001D0,false,Rx,0,8,24,90,49,AC,92,79,22,BE,
377000,000001E7,false,Rx,0,4,1A,00,68,18,00,00,00,00,
379000,0000018E,false,Rx,0,3,00,04,3A,00,00,00,00,00,
381000,00000039,false,Rx,0,2,00,2A,00,00,00,00,00,00,
382000,00000097,false,Rx,0,8,81,20,40,01,F9,00,00,1F,
383000,00000136,false,Rx,0,8,00,00,00,0D,00,00,00,01,
383000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,0A,
384000,0000013F,false,Rx,0,8,01,07,01,11,00,00,00,0A,
384000,0000017C,false,Rx,0,8,00,00,05,1D,48,00,00,05,
384000,000001DC,false,Rx,0,4,02,05,1D,27,00,00,00,00,
384000,00000320,false,Rx,0,3,00,00,21,00,00,00,00,00,
384000,00000324,false,Rx,0,8,7C,46,23,7F,46,23,00,26,
385000,0000037C,false,Rx,0,8,C9,00,CA,33,00,01,00,2E,
385000,000003D7,false,Rx,0,8,B0,00,00,00,00,00,00,7F,
385000,0000015A,false,Rx,0,8,FF,FD,FE,AF,00,00,00,35,
386000,000001C0,false,Rx,0,7,00,00,10,00,00,00,37,00,
386000,00000156,false,Rx,0,6,00,1A,00,01,07,36,00,00,
386000,00000158,false,Rx,0,8,11,F6,05,1E,11,F6,A4,37,
386000,00000188,false,Rx,0,6,04,04,80,08,00,69,00,00,
387000,000001A6,false,Rx,0,8,02,00,40,4C,67,80,00,39,
387000,00000294,false,Rx,0,8,00,15,00,03,FA,C1,20,26,
388000,0000018E,false,Rx,0,3,00,0D,04,00,00,00,00,00,
392000,00000039,false,Rx,0,2,00,39,00,00,00,00,00,00,
393000,00000097,false,Rx,0,8,81,60,50,01,FE,00,00,24,
393000,00000136,false,Rx,0,8,00,00,00,0E,00,00,00,1F,
393000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,19,
393000,0000013F,false,Rx,0,8,01,10,01,13,FF,F6,00,1A,
394000,0000017C,false,Rx,0,8,00,00,05,1C,48,00,00,15,
395000,0000033D,false,Rx,0,4,01,40,00,3D,00,00,00,00,
396000,0000015A,false,Rx,0,8,00,00,FE,F2,00,00,00,0A,
396000,000001A4,false,Rx,0,8,00,69,00,00,00,00,00,28,
396000,000001AA,false,Rx,0,8,7F,FF,00,00,00,00,69,2E,
396000,000001B0,false,Rx,0,7,80,D0,7F,FF,00,00,21,00,
396000,00000156,false,Rx,0,6,00,1A,00,01,07,09,00,00,
397000,00000158,false,Rx,0,8,11,F6,05,20,11,F6,A4,07,
397000,00000188,false,Rx,0,6,04,04,80,08,00,78,00,00,
397000,000001D0,false,Rx,0,8,24,8C,49,4C,92,69,25,E4,
397000,000001E7,false,Rx,0,4,1A,00,68,27,00,00,00,00,
398000,0000018E,false,Rx,0,3,00,00,10,00,00,00,00,00,
0,00000097,false,Rx,0,8,81,60,60,02,02,00,00,3C,
0,00000039,false,Rx,0,2,00,0C,00,00,00,00,00,00,
403000,00000136,false,Rx,0,8,00,00,00,0E,00,00,00,2E,
403000,0000013A,false,Rx,0,8,00,00,00,00,00,00,00,28,
403000,0000013F,false,Rx,0,8,01,10,01,13,00,00,00,2C,
403000,0000017C,false,Rx,0,8,00,00,05,1C,48,00,00,24,
404000,000001DC,false,Rx,0,4,02,05,1C,37,00,00,00,00,
405000,0000015A,false,Rx,0,8,00,00,FE,F2,00,00,00,19,
406000,000001C0,false,Rx,0,7,00,00,10,00,00,00,0A,00,
